"collection_gid","collection_id","title","handle","updated_at","product_count","vendors","shop","exported_at"
"gid://shopify/Collection/277051310244","277051310244","Bathroom Sale","bathroom-sale","2026-02-10T02:10:40Z","17","Vendor26;Vendor20;Vendor12;Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273682202788","273682202788","Uttermost","uttermost","2026-01-19T12:09:19Z","16","Vendor12;Vendor41;Vendor17","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237571178660","237571178660","Outdoor Landscaping Lights","lighting-landscaping-lights","2026-02-11T10:49:13Z","16","Vendor16;Vendor45","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/623519072620","623519072620","Jennifer Larocque's Favourite Picks ♡","jennifer-larocques-outdoor-picks","2026-02-11T10:43:12Z","16","Vendor47;Vendor23;Vendor42","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237464649892","237464649892","Bathroom Bins","bathroom-bins","2026-02-10T01:57:20Z","16","Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290852765860","290852765860","Blues, Greens + Teals","blues-greens-teals","2026-01-12T04:28:33Z","16","Vendor3;Vendor15;Vendor12","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292157128868","292157128868","Furniture Bed","furniture-bed-1","2026-02-07T14:39:58Z","15","Vendor36;Vendor39;Vendor18","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/266673520804","266673520804","Outdoor Heaters","outdoor-heaters","2026-02-09T21:48:33Z","15","Vendor32","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641274732","619641274732","Arbar","arbar","2026-01-12T04:28:51Z","15","Vendor9","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292442407076","292442407076","Best Seller: Lighting","best-seller-lighting","2026-02-13T12:11:22Z","15","Vendor25;Vendor14;Vendor6;Vendor26","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/270770569380","270770569380","Maddy K","maddy-k","2026-02-10T01:23:21Z","15","Vendor28;Vendor2","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681932452","481681932452","Regular Price Zlite","regular-price-zlite","2026-02-10T10:41:27Z","15","Vendor48;Vendor32;Vendor4;Vendor19","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273682170020","273682170020","Troy Lighting –  Shipping Across the U.S. | Canada","troy-lighting","2026-02-12T12:08:33Z","14","Vendor29;Vendor3;Vendor20","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290851160228","290851160228","Rugs 3 x 10","rugs-3-x-10","2026-02-12T12:08:33Z","14","Vendor18;Vendor29;Vendor12;Vendor13","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/621486080364","621486080364","Brownstone","brownstone","2026-01-12T04:28:54Z","14","Vendor49;Vendor19;Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290851979428","290851979428","Rugs Brown","rugs-brown","2026-01-12T04:28:33Z","14","Vendor46","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/500078477476","500078477476","Outdoor Summer Selection","outdoor-summer-curation","2026-02-13T12:11:22Z","14","Vendor3;Vendor2","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/578750709924","578750709924","Surya Rugs","surya-rugs","2026-01-25T14:51:09Z","14","Vendor44;Vendor45;Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/486141231268","486141231268","Modern Forms (No Fans)","modern-forms-no-fans","2026-02-13T12:11:22Z","13","Vendor12;Vendor42;Vendor44","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/293303517348","293303517348","Back to School Essentials","back-to-school-essentials","2026-02-10T02:10:41Z","13","Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681604772","481681604772","Regular Price Currey","regular-price-currey","2026-02-09T21:48:39Z","13","Vendor9;Vendor26","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290790211748","290790211748","Rugs Material","rugs-material","2026-01-12T04:28:31Z","13","Vendor38;Vendor47","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/631381983596","631381983596","Eurofase chandelier","eurofase-chandelier","2026-02-09T21:48:38Z","13","Vendor14","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481696350372","481696350372","Regular Price Hubbardton Forge","regular-price-hubbardton-forge","2026-02-09T21:48:47Z","12","Vendor17;Vendor36;Vendor9","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237478052004","237478052004","Furniture Coffee Tables","furniture-coffee-tables","2026-02-11T10:47:44Z","12","Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292322967716","292322967716","Hardware House Numbers","house-numbers","2026-02-03T02:22:43Z","12","Vendor48;Vendor41;Vendor12","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/297446113444","297446113444","Gifts For The Scent Lover","gifts-for-the-scent-lover","2026-02-10T01:23:22Z","12","Vendor27;Vendor41;Vendor34;Vendor42","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237571047588","237571047588","Lighting Outdoor Post Lights","lighting-outdoor-post-lights","2026-02-13T10:39:19Z","11","Vendor28;Vendor8;Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641405804","619641405804","Bakes","bakes","2026-01-13T12:07:36Z","11","Vendor45;Vendor31;Vendor13;Vendor19","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237492338852","237492338852","Lighting Flush Mounts","lighting-flush-mounts","2026-02-13T12:11:22Z","11","Vendor20;Vendor30;Vendor41;Vendor38","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/297561096356","297561096356","Affordable Lighting","the-affordable-lighting","2026-02-13T12:11:22Z","11","Vendor27;Vendor43","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290767765668","290767765668","Rugs & Mats","rugs-mats","2026-02-13T19:26:45Z","11","Vendor34;Vendor4;Vendor26","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290970468516","290970468516","Dainolite Large Boxes","dainolite-large-boxes","2026-02-09T12:08:43Z","10","Vendor25","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/291757129892","291757129892","Z-Lite","zlite","2026-02-13T12:11:22Z","10","Vendor25;Vendor15;Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237453181092","237453181092","Bathroom Creams","bathroom-creams","2026-01-12T04:28:16Z","10","Vendor34","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641766252","619641766252","Brindley","brindley","2026-01-12T04:28:51Z","10","Vendor3;Vendor49;Vendor41;Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273677385892","273677385892","Alora Lighting","alora","2026-02-13T12:11:22Z","10","Vendor44","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681834148","481681834148","Regular Price Palecek","regular-price-palecek","2026-01-24T12:08:20Z","10","Vendor39;Vendor16;Vendor49","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273319723172","273319723172","Hudson Valley","hudson-valley","2026-02-12T12:08:33Z","10","Vendor25;Vendor13;Vendor29;Vendor37","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/267455594660","267455594660","Lanterns & Candles","ourdoor-lanterns-candles","2026-02-10T01:23:22Z","10","Vendor21;Vendor42;Vendor23","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290970402980","290970402980","Artcraft Large Boxes","artcraft-large-boxes","2026-02-13T12:11:22Z","9","Vendor47;Vendor7;Vendor11;Vendor41","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273681416356","273681416356","Nuevo","nuevo","2026-01-12T04:28:25Z","9","Vendor29;Vendor48;Vendor2;Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273679155364","273679155364","ET2","et2","2026-02-13T12:11:22Z","9","Vendor13;Vendor27;Vendor12","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/285647110308","285647110308","lighting in store","lighting-in-store","2026-02-13T16:09:57Z","8","Vendor16;Vendor37;Vendor35","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273954242724","273954242724","Kendal","kendal","2026-02-09T21:48:40Z","8","Vendor33","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/620717670764","620717670764","Nina Magon","nina-magon","2026-02-11T10:44:45Z","8","Vendor7;Vendor13;Vendor41","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681768612","481681768612","Regular Price Visual Comfort Studio","regular-price-visual-studio","2026-02-09T21:48:39Z","7","Vendor17;Vendor24","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290176991396","290176991396","Furniture Beds","furniture-bed","2026-02-07T14:39:58Z","7","Vendor48;Vendor4;Vendor26;Vendor18","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/287426248868","287426248868","Best Seller: Pendants","best-seller-pendants","2026-02-11T10:49:18Z","7","Vendor23;Vendor48;Vendor44;Vendor25","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/291220160676","291220160676","Global Views","global-views-1","2026-02-12T19:28:59Z","7","Vendor20;Vendor43;Vendor13","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/294556926116","294556926116","Kendal Large Boxes","kendal-large-boxes","2026-02-09T21:48:40Z","7","Vendor47;Vendor19","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273319690404","273319690404","Eurofase","eurofase","2026-02-09T21:48:40Z","7","Vendor19;Vendor48;Vendor39","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/274043601060","274043601060","VIA","via","2026-01-12T04:28:26Z","7","Vendor3;Vendor24;Vendor36;Vendor46","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481090502820","481090502820","Green Oaks By Palecek","green-oaks-by-palecek","2026-01-15T18:47:27Z","7","Vendor1;Vendor39;Vendor46;Vendor32","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/296769781924","296769781924","All Gifts","all-gifts","2026-02-10T02:11:11Z","7","Vendor41;Vendor29;Vendor28","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619641962860","619641962860","Carlton","carlton","2026-01-12T04:28:52Z","6","Vendor11;Vendor23;Vendor41","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290790998180","290790998180","Rugs Polypropylene","rugs-polypropylene","2026-02-13T19:26:45Z","6","Vendor43;Vendor34;Vendor2;Vendor21","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481019461796","481019461796","Granny Chic","granny-chic","2026-01-21T10:32:08Z","6","Vendor11;Vendor2;Vendor37;Vendor27","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681703076","481681703076","Regular Price Loloi","regular-price-loloi","2026-02-09T02:58:26Z","6","Vendor27;Vendor38","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681572004","481681572004","Regular Price Hudson","regular-price-hudson","2026-02-09T21:48:40Z","6","Vendor6;Vendor31;Vendor44;Vendor1","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/294766215332","294766215332","EVERYTHING","everything","2026-02-13T19:26:45Z","6","Vendor47;Vendor1;Vendor49;Vendor40","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/621483229548","621483229548","Carbonite","carbonite","2026-01-12T04:28:53Z","6","Vendor36;Vendor39","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237485392036","237485392036","Benches & Stools","furniture-benches-stools","2026-02-11T12:08:36Z","6","Vendor5;Vendor42","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237492404388","237492404388","Semi Flush Mounts","lighting-semi-flush-mounts","2026-02-13T12:11:22Z","6","Vendor36;Vendor12;Vendor10","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/484135207076","484135207076","What We're Loving: Barbie 💕","what-were-loving-barbie","2026-02-09T02:48:47Z","6","Vendor14;Vendor15;Vendor8","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/624224862572","624224862572","Stefany Bedoya's Favourites 3","stefany-bedoyas-favourites","2026-02-11T10:44:01Z","5","Vendor23;Vendor21;Vendor45","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/491847155876","491847155876","Collection for PUBLIC Sale Codes","products-collection","2026-01-12T04:28:48Z","5","Vendor19;Vendor15","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/294594347172","294594347172","Regular Price Visual","visual-reguar-price","2026-02-12T12:08:33Z","5","Vendor41;Vendor31;Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/277051048100","277051048100","Furniture Sale","furniture-sale","2026-02-12T12:08:33Z","4","Vendor27;Vendor18","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/631052534124","631052534124","loloi best seller","loloi-best-seller","2026-02-11T12:08:36Z","4","Vendor49;Vendor45;Vendor12","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290851455140","290851455140","Rugs  8 x 10","rugs-8-x-10","2026-02-13T19:26:45Z","4","Vendor23","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481681735844","481681735844","Regular Price Troy","regular-price-visual","2026-02-09T21:48:39Z","4","Vendor2;Vendor36;Vendor9;Vendor35","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/283345649828","283345649828","Gifts Under $50","gifts-under-50","2026-02-10T02:10:41Z","4","Vendor26;Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619091951980","619091951980","Bathroom Inspiration","bathroom-inspiration","2026-02-11T10:47:36Z","4","Vendor21;Vendor41;Vendor29","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/277400027300","277400027300","Home Office","home-office","2026-02-11T10:46:44Z","3","Vendor43;Vendor47;Vendor10","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/290852044964","290852044964","Rugs Grey","rugs-grey","2026-01-12T04:28:33Z","3","Vendor4;Vendor27","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/480720388260","480720388260","Curved Lines","curved-lines","2026-01-12T04:28:42Z","3","Vendor13","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619920621932","619920621932","Statement Pieces","statement-pieces","2026-02-12T12:08:33Z","2","Vendor17;Vendor16;Vendor49","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/506175619236","506175619236","Minimalism","minimalism","2026-02-11T10:47:38Z","2","Vendor46;Vendor25;Vendor16","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237460717732","237460717732","Bathroom Linen Sprays","bathroom-linen-sprays","2026-01-12T04:28:16Z","2","Vendor23;Vendor15;Vendor37;Vendor17","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/631612866924","631612866924","Loloi Excluding Mangnolia","loloi-excluding-mangnolia","2026-02-11T12:08:36Z","2","Vendor27;Vendor46","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/269404569764","269404569764","Decorative Marble","decorative-marble","2026-01-12T04:28:21Z","2","Vendor34;Vendor44;Vendor6","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237479985316","237479985316","Dining & Kitchen Tables","furniture-dining-kitchen-tables","2026-02-11T10:46:21Z","2","Vendor17;Vendor37;Vendor33","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/237646643364","237646643364","All Decor Accessories","all-decor-accessories","2026-02-12T10:39:12Z","2","Vendor2","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/481119207588","481119207588","Marie Flanigan","marie-flanigan","2026-01-24T03:29:51Z","1","Vendor5;Vendor35;Vendor2;Vendor6","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/292323229860","292323229860","Hardware Door Knockers","hardware-door-knockers","2026-02-03T02:22:41Z","1","Vendor11;Vendor2;Vendor13;Vendor33","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/275882737828","275882737828","Origina","brand-origina","2026-01-12T04:28:26Z","1","Vendor42","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/619776868716","619776868716","Becki Owens","becki-owens","2026-02-07T10:56:20Z","1","Vendor19;Vendor38;Vendor35","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/273959518372","273959518372","DVI Canada","dvi-canada","2026-02-12T12:08:33Z","1","Vendor22","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/620418662764","620418662764","In Full Bloom: Spring Collection","spring-collection","2026-02-11T10:48:07Z","0","Vendor24;Vendor4","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/483994501284","483994501284","Decanter","decanter","2026-02-11T10:47:16Z","0","Vendor34;Vendor40;Vendor42;Vendor21","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
"gid://shopify/Collection/266331783332","266331783332","All Outdoor","outdoor","2026-02-13T12:11:22Z","0","Vendor27;Vendor44;Vendor20","unionluminaires.myshopify.com","2026-02-13T20:00:43+00:00"
